id,country,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,vendor,line_item_quantity,line_item_value,weight_kgs,freight_cost_usd,line_item_insurance_usd
1973,Ethiopia,EXW,Air,03-Nov-08,03-Nov-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",3982,107514,1445,7303.25,210.73
2008,Ethiopia,EXW,Air,07-Oct-08,07-Oct-08,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",6998,160954,5057,44347.71,257.53
2014,South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,300,7080,,,11.33
2015,South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,40,557.6,,,0.89
2146,Ethiopia,EXW,Air,26-Jan-09,20-Jan-09,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",3470,79810,2509,19882.25,156.43
2147,Ethiopia,EXW,Air,03-Dec-08,03-Dec-08,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",3510,80730,2535,22433.91,158.23
2148,Zimbabwe,CIP,Air,03-Feb-09,03-Feb-09,BIOLYTICAL LABORATORIES INC.,5000,12706.65,,,24.91
2153,Vietnam,EXW,Air,27-Nov-08,27-Nov-08,Aurobindo Pharma Limited,6000,17400,581,2653.27,34.1
2156,South Africa,DDP,Truck,17-May-09,09-Oct-08,S. BUYS WHOLESALER,1300,20410,,,40
2157,South Africa,DDP,Truck,17-May-09,09-Oct-08,S. BUYS WHOLESALER,120,733.2,,,1.44
2158,South Africa,DDP,Truck,17-May-09,09-Oct-08,S. BUYS WHOLESALER,6,424.08,,,0.83
2159,South Africa,DDP,Truck,17-May-09,09-Oct-08,S. BUYS WHOLESALER,40,540.4,,,1.06
2171,Nigeria,EXW,Air,08-Apr-09,08-Apr-09,"Orgenics, Ltd",5751,460080,1723,22451.67,901.76
2173,Namibia,EXW,Air,27-Jan-09,27-Jan-09,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,3,225,3,963.34,0.44
2257,Guyana,EXW,Air,25-Feb-09,27-Jan-09,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",100,2700,28,692.38,5.29
2295,Namibia,EXW,Air,02-Mar-09,02-Mar-09,"Trinity Biotech, Plc",68,2176,22,1003.52,4.26
2297,Vietnam,EXW,Air,07-Apr-09,07-Apr-09,Aurobindo Pharma Limited,9000,21600,2228,9809.7,42.34
2298,Vietnam,EXW,Air,10-Apr-09,10-Apr-09,Aurobindo Pharma Limited,700,7805,,,15.3
2305,Nigeria,CIP,Air,08-Apr-09,08-Apr-09,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),25000,1260000,2067,7933.38,2469.6
2328,Haiti,EXW,Air,16-Mar-09,16-Mar-09,"Orgenics, Ltd",1680,117600,382,3241.06,230.5
2399,Haiti,EXW,Air,02-Apr-09,02-Apr-09,Aurobindo Pharma Limited,2100,10500,187,1903.54,20.58
2417,Mozambique,EXW,Air,26-May-09,26-May-09,"Orgenics, Ltd",9000,648000,2655,25052.69,1270.08
2429,South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,176,3359.84,,,6.59
2430,South Africa,DDP,Air,24-Mar-09,01-Dec-08,S. BUYS WHOLESALER,5017,24583.3,,,48.18
2431,South Africa,DDP,Air,31-Mar-09,02-Dec-08,S. BUYS WHOLESALER,929,3390.85,,,6.65
2432,South Africa,DDP,Air,23-Jun-09,29-Jan-09,S. BUYS WHOLESALER,6700,36582,,,71.7
2436,South Africa,DDP,Air,12-May-09,30-Dec-08,S. BUYS WHOLESALER,1350,19062,,,37.36
2437,South Africa,DDP,Air,26-May-09,22-Jan-09,S. BUYS WHOLESALER,1120,16307.2,,,31.96
2438,South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,100,371,,,0.73
2439,South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,1000,2920,,,5.72
2440,South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,260,4035.2,,,7.91
2441,Uganda,CIP,Air,04-May-09,04-May-09,BRISTOL-MYERS SQUIBB,60,1100.4,3000,428.91,2.16
2447,South Africa,DDP,Truck,17-Apr-09,17-Apr-09,S. BUYS WHOLESALER,5000,160900,,,315.36
2450,South Africa,DDP,Air,25-Jun-09,20-Apr-09,S. BUYS WHOLESALER,166,2265.9,,,4.44
2451,South Africa,DDP,Air,25-Jun-09,20-Apr-09,S. BUYS WHOLESALER,1500,15150,,,29.69
2463,Rwanda,CIP,Air,20-Apr-09,20-Apr-09,CIPLA LIMITED,7840,71344,719,853.88,139.83
2474,South Africa,DDP,Air,31-Jul-09,20-Apr-09,S. BUYS WHOLESALER,40,1440,,,2.82
2475,South Africa,DDP,Truck,31-Jul-09,04-May-09,S. BUYS WHOLESALER,6,43.2,,,0.08
2476,South Africa,DDP,Truck,31-Jul-09,08-Jun-09,S. BUYS WHOLESALER,6,43.2,,,0.08
2477,Guyana,EXW,Air,05-Jun-09,05-Jun-09,"Orgenics, Ltd",425,38250,130,1859.79,74.97
2478,Guyana,EXW,Air,01-Jul-09,01-Jul-09,"Orgenics, Ltd",276,24840,87,1205.7,48.69
2481,South Africa,DDP,Truck,15-May-09,23-Apr-09,S. BUYS WHOLESALER,76,300.2,,,0.59
2499,Nigeria,FCA,Air,20-May-09,20-May-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),73,3000.3,69,1332.43,5.88
2502,Kenya,EXW,Air,18-Jun-09,18-Jun-09,"Trinity Biotech, Plc",5,160,2,12561.4,0.31
2503,Kenya,EXW,Air,18-Jun-09,18-Jun-09,"Trinity Biotech, Plc",4995,159840,4995,275,313.29
2506,Nigeria,FCA,Air,14-Jul-09,14-Jul-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2040,83844,309,3777.93,164.33
2536,Rwanda,CIP,Air,20-Jul-09,20-Jul-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),26932,317528.28,3393,30661.5,622.36
2539,CÙte d'Ivoire,EXW,Air,10-Jun-09,15-Jul-09,BIO-RAD LABORATORIES (FRANCE),1000,110000,1073,8114.11,215.6
2558,Namibia,EXW,Air,15-Jun-09,15-Jun-09,"Orgenics, Ltd",800,56000,195,2008.54,109.76
2559,Vietnam,EXW,Air,08-Jun-09,08-Jun-09,Aurobindo Pharma Limited,150,1950,30,4111.71,3.82
2562,CÙte d'Ivoire,EXW,Air,09-Jun-09,09-Jun-09,BIO-RAD LABORATORIES (FRANCE),140,15400,158,4318.21,30.18
2571,Namibia,EXW,Air,18-Aug-09,18-Aug-09,CIPLA LIMITED,2000,3800,251,1484.75,7.45
2588,Vietnam,CIP,Air,19-Aug-09,19-Aug-09,BRISTOL-MYERS SQUIBB,120,840,,,1.65
2601,South Africa,DDP,Truck,12-Oct-09,03-Aug-09,S. BUYS WHOLESALER,20,438,,,0.86
2602,South Africa,DDP,Truck,21-Jul-09,21-Jul-09,S. BUYS WHOLESALER,320,1475.2,,,2.89
2603,Zambia,EXW,Air,11-Nov-09,29-Oct-09,"Orgenics, Ltd",2000,144000,590,5962.58,310.46
2632,Guyana,CIP,Air,07-Aug-09,07-Aug-09,ABBOTT LABORATORIES (PUERTO RICO),2733,224625.27,589,314,440.27
2647,CÙte d'Ivoire,EXW,Air,06-Sep-06,06-Sep-06,BIO-RAD LABORATORIES (FRANCE),100,7535,107,1845.74,
2654,Haiti,EXW,Air,09-Oct-06,09-Oct-06,"Trinity Biotech, Plc",45,7875,29,854.34,
2655,Vietnam,EXW,Air,01-Sep-06,01-Sep-06,"GILEAD SCIENCES IRELAND, INC.",1000,17000,61,7682.69,
2656,Vietnam,EXW,Air,11-Aug-06,11-Aug-06,Aurobindo Pharma Limited,35000,152250,,,
2657,Vietnam,EXW,Air,11-Aug-06,11-Aug-06,Aurobindo Pharma Limited,20000,338000,,,
2661,Nigeria,EXW,Air,28-Sep-06,28-Sep-06,Aurobindo Pharma Limited,416,1809.6,,,
2662,Nigeria,EXW,Air,28-Sep-06,28-Sep-06,Aurobindo Pharma Limited,486,2041.2,,,
2680,Zambia,EXW,Air,29-Jan-07,29-Jan-07,Aurobindo Pharma Limited,906,19071.3,316,3850.8,
2681,Zambia,EXW,Air,13-Nov-06,13-Nov-06,Aurobindo Pharma Limited,38780,432009.2,3217,14364.29,
2683,Nigeria,EXW,Air,07-Dec-06,07-Dec-06,Aurobindo Pharma Limited,4632,16906.8,,,
2684,Nigeria,EXW,Air,07-Dec-06,07-Dec-06,Aurobindo Pharma Limited,166,356.9,,,
2685,Zambia,EXW,Air,20-Dec-06,20-Dec-06,Aurobindo Pharma Limited,60784,1018132,11179,49824.57,
2686,Vietnam,EXW,Air,14-Mar-07,14-Mar-07,Aurobindo Pharma Limited,1000,5050,3822,25124.12,
2687,Vietnam,EXW,Air,14-Mar-07,14-Mar-07,CIPLA LIMITED,1000,2440,,,
2705,Haiti,EXW,Air,07-Feb-07,07-Feb-07,Orasure Technologies Inc.,25,10000,60,1498.02,
2708,Vietnam,EXW,Air,09-Jul-07,09-Jul-07,CIPLA LIMITED,25000,187500,2336,21150.56,300
2721,Zambia,CIP,Air,06-Jun-07,06-Jun-07,BRISTOL-MYERS SQUIBB,5408,68952,1072,,
2733,CÙte d'Ivoire,EXW,Air,28-Jun-07,28-Jun-07,Orasure Technologies Inc.,50,20000,120,3004.62,
2740,Nigeria,EXW,Air,10-Jul-07,10-Jul-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",10000,270000,3045,28118.58,432
2741,Nigeria,EXW,Air,10-Jul-07,03-Aug-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",11500,310500,3276,43664.71,496.8
2756,Nigeria,EXW,Air,04-Jul-07,04-Jul-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",8000,216000,2603,22838.29,345.6
2765,Vietnam,EXW,Air,02-Oct-07,02-Oct-07,Aurobindo Pharma Limited,22500,277425,2895,18045.24,443.88
2766,Vietnam,EXW,Air,02-Oct-07,02-Oct-07,Aurobindo Pharma Limited,500,950,,,1.52
2767,Vietnam,CIP,Air,08-Nov-07,08-Nov-07,BRISTOL-MYERS SQUIBB,800,5600,161,2514.05,8.96
2785,Vietnam,FCA,Air,10-Sep-07,10-Sep-07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),200,16440,340,2326.1,26.3
2794,Tanzania,EXW,Air,19-Dec-07,19-Dec-07,"Standard Diagnostics, Inc.",10000,200000,3336,27791.62,320
2795,Tanzania,EXW,Air,22-Jan-08,22-Jan-08,"Standard Diagnostics, Inc.",5000,100000,1456,14505.37,160
2796,Namibia,EXW,Air,29-Aug-07,29-Aug-07,"Orgenics, Ltd",150,11250,,,18
2808,Ethiopia,EXW,Air,20-Nov-07,24-Dec-07,Aurobindo Pharma Limited,35065,54350.75,2318,6755.81,86.96
2823,Guyana,EXW,Air,03-Dec-07,03-Dec-07,"Trinity Biotech, Plc",2220,71040,732,6524.19,113.66
2892,Uganda,CIP,Air,31-Mar-08,31-Mar-08,BRISTOL-MYERS SQUIBB,140,3313.8,6,,5.3
2921,South Africa,DDP,N/A,29-Jan-08,29-Jan-08,"JSI R&T INSTITUTE, INC.",500,3630,,,5.81
2922,South Africa,DDP,N/A,29-Jan-08,29-Jan-08,"JSI R&T INSTITUTE, INC.",20,535.2,,,0.86
2923,South Africa,DDP,N/A,29-Jan-08,29-Jan-08,"JSI R&T INSTITUTE, INC.",10,443,,,0.71
2927,Rwanda,EXW,Air,10-Jan-08,10-Jan-08,"Trinity Biotech, Plc",4500,144000,2300,38425.29,230.4
2947,Vietnam,EXW,Air,22-Jan-08,22-Jan-08,Aurobindo Pharma Limited,400,600,83,2426.05,0.96
2960,Haiti,EXW,Air,22-Aug-08,22-Aug-08,"Trinity Biotech, Plc",2,278,,,0.44
2965,Haiti,EXW,Air,27-Feb-08,18-Feb-08,"Trinity Biotech, Plc",4,556,,,0.89
2993,South Africa,DDP,N/A,21-Jan-08,04-Jan-08,"JSI R&T INSTITUTE, INC.",200,696,,,1.11
2994,South Africa,DDP,N/A,21-Jan-08,04-Jan-08,"JSI R&T INSTITUTE, INC.",1200,23808,,,38.09
2995,South Africa,DDP,N/A,21-Jan-08,04-Jan-08,"JSI R&T INSTITUTE, INC.",30,1271.1,,,2.03
2996,South Africa,DDP,N/A,21-Jan-08,04-Jan-08,"JSI R&T INSTITUTE, INC.",3,32.31,,,0.05
3007,CÙte d'Ivoire,CIP,Air,08-Apr-08,08-Apr-08,BRISTOL-MYERS SQUIBB,546,3822,108,,6.12
3008,Nigeria,EXW,Air,19-Sep-08,19-Sep-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",9048,244296,2985,20635.3,390.87
3009,Nigeria,EXW,Air,12-Mar-08,10-Mar-08,"Orgenics, Ltd",3000,239970,861,12770.05,383.95
3010,Nigeria,EXW,Air,12-Mar-08,12-Mar-08,"Orgenics, Ltd",3199,255888.01,550,8213.59,409.42
3026,South Africa,DDP,Truck,05-Feb-08,21-Jan-08,"JSI R&T INSTITUTE, INC.",400,8416,,,13.47
3037,Ethiopia,CIP,Air,27-Feb-08,27-Feb-08,SUB-SAHARAN BIOMEDICAL P.L.C.,805,62967.1,,,100.75
3039,Mozambique,EXW,Air,13-Jun-08,13-Jun-08,"Orgenics, Ltd",4200,42,,,0.07
3040,Zambia,EXW,Air,22-Apr-08,05-May-08,"Orgenics, Ltd",2000,143980,455,4113.16,230.37
3049,CÙte d'Ivoire,EXW,Air,08-Apr-08,08-Apr-08,"Orgenics, Ltd",70,5039.3,16,515.48,8.06
3050,CÙte d'Ivoire,EXW,Air,25-Apr-08,25-Apr-08,"Orgenics, Ltd",1116,78120,255,5303.05,124.99
3055,Uganda,EXW,Air,22-May-08,22-May-08,"Orgenics, Ltd",850,61191.5,194,2642.45,97.91
3080,South Africa,DDP,Truck,24-Apr-08,29-Feb-08,S. BUYS WHOLESALER,20,563,,,0.9
3081,South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,2500,37500,,,60
3094,Vietnam,EXW,Air,07-Jul-08,07-Jul-08,Aurobindo Pharma Limited,520,13000,137,5260.46,20.8
3096,Vietnam,EXW,Air,17-Jun-08,17-Jun-08,STRIDES ARCOLAB LIMITED,2576,3889.76,121,2789.74,6.22
3097,Vietnam,EXW,Air,20-Jun-08,20-Jun-08,STRIDES ARCOLAB LIMITED,2464,3720.64,114,2879.96,5.95
3152,Botswana,EXW,Air,31-Jul-08,31-Jul-08,"Orgenics, Ltd",100,7199,25,641.04,11.52
3153,Botswana,EXW,Air,31-Jul-08,07-Jul-08,"Orgenics, Ltd",100,1,,,0
3154,Botswana,EXW,Air,20-Jan-09,03-Sep-08,"Orgenics, Ltd",100,7199,25,1038.39,11.52
3159,Ethiopia,DDP,Air,01-Jul-08,01-Jul-08,SETEMA LIMITED PLC,81,3798.09,,,6.08
3191,South Africa,DDP,Truck,20-Aug-08,14-May-08,S. BUYS WHOLESALER,4,38.88,,,0.06
3192,South Africa,DDP,Truck,20-Aug-08,08-May-08,S. BUYS WHOLESALER,150,3166.5,,,5.07
3193,South Africa,DDP,Truck,20-Aug-08,08-May-08,S. BUYS WHOLESALER,1350,6979.5,,,11.17
3202,Haiti,EXW,Air,17-Nov-08,17-Nov-08,"Orgenics, Ltd",1123,78610,257,2873.56,154.08
3245,Zambia,EXW,Air,26-Sep-08,26-Sep-08,"Trinity Biotech, Plc",9000,288000,3000,34902.96,460.8
3261,Vietnam,EXW,Air,20-Sep-08,20-Sep-08,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2016,24917.76,120,5921.97,39.87
3282,South Africa,DDP,Truck,10-Jul-08,08-Jul-08,S. BUYS WHOLESALER,1000,16190,,,25.9
3292,Nigeria,EXW,Air,07-Nov-08,21-Oct-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",12315,332505,3508,29954.15,532.01
3294,Uganda,CIP,Air,09-Sep-08,09-Sep-08,BRISTOL-MYERS SQUIBB,50,1183.5,2,330,1.89
3302,Vietnam,EXW,Air,29-Nov-08,29-Nov-08,CIPLA LIMITED,1440,10440,128,2147.61,20.46
3313,Zambia,EXW,Air,20-Oct-08,20-Oct-08,"Orgenics, Ltd",4500,45,,,0.09
3354,Ethiopia,EXW,Air,17-Nov-08,17-Nov-08,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",6998,160954,4913,46117.09,315.47
3357,South Africa,DDP,Truck,25-Aug-08,18-Aug-08,S. BUYS WHOLESALER,60,360.6,,,0.58
3358,South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,130,644.8,,,1.03
3359,South Africa,DDP,Truck,25-Aug-08,18-Aug-08,S. BUYS WHOLESALER,40,1337.2,,,2.14
3360,Namibia,EXW,Air,25-Sep-08,25-Sep-08,"Orgenics, Ltd",1,75,,,0.12
3375,CÙte d'Ivoire,EXW,Air,23-Jan-09,23-Jan-09,IDA FOUNDATION,50000,19500,,,38.22
3378,Mozambique,FCA,Air,17-Feb-09,17-Feb-09,Abbott GmbH & Co. KG,1000,80000,337,3499.18,156.8
3386,Mozambique,EXW,Air,03-Oct-08,03-Oct-08,"Orgenics, Ltd",1000,71990,296,2648.82,115.18
3419,CÙte d'Ivoire,EXW,Air,12-Dec-08,12-Dec-08,BIO-RAD LABORATORIES (FRANCE),862,65512,963,25080.52,128.4
3421,Nigeria,CIP,Air,10-Oct-08,10-Oct-08,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),5900,297360,493,1727.2,475.78
3441,Zambia,EXW,Air,18-Mar-09,18-Mar-09,"Orgenics, Ltd",5500,395945,1624,12646.15,776.05
3456,Vietnam,EXW,Air,23-Feb-09,23-Feb-09,Aurobindo Pharma Limited,6156,14774.4,1044,3854.23,28.96
3457,Namibia,EXW,Air,22-Jan-09,22-Jan-09,"Orgenics, Ltd",150,10800,46,2946.64,21.17
3470,Uganda,CIP,Air,09-Dec-08,09-Dec-08,BRISTOL-MYERS SQUIBB,50,917,2,378,1.8
3479,Ethiopia,EXW,Air,26-Jan-09,20-Jan-09,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",3510,80730,2535,20083.74,158.23
3490,South Africa,DDP,Truck,17-May-09,09-Oct-08,S. BUYS WHOLESALER,1200,5772,,,11.31
3499,Tanzania,EXW,Air,19-Jan-09,19-Jan-09,"Trinity Biotech, Plc",839,26848,284,3261.37,52.62
3507,Nigeria,EXW,Air,05-Feb-09,05-Feb-09,"Orgenics, Ltd",5259,420720,1584,22775.45,824.61
3508,Namibia,EXW,Air,27-Jan-09,27-Jan-09,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,7,490,,,0.96
3551,Guyana,EXW,Air,17-Mar-09,13-Mar-09,"Trinity Biotech, Plc",1062,33984,355,4457.29,66.61
3552,Guyana,EXW,Air,17-Mar-09,17-Mar-09,"Orgenics, Ltd",213,15336,64,1083.36,30.06
3615,Vietnam,EXW,Air,11-Apr-09,11-Apr-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),336,2520,18,2525.73,4.94
3616,Vietnam,EXW,Air,07-Apr-09,07-Apr-09,Aurobindo Pharma Limited,300,3345,,,6.56
3674,Rwanda,EXW,Air,01-Apr-09,01-Apr-09,"Orgenics, Ltd",386,27020,88,3936.25,52.96
3718,Haiti,CIP,Air,31-Mar-09,31-Mar-09,BRISTOL-MYERS SQUIBB,80,560,,,1.1
3719,Haiti,FCA,Air,15-Apr-09,15-Apr-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1470,60417,362,2490.67,118.42
3735,South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,1000,3970,,,7.78
3736,South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,3675,9371.25,,,18.37
3737,South Africa,DDP,Air,24-Mar-09,01-Dec-08,S. BUYS WHOLESALER,824,15515.92,,,30.41
3738,South Africa,DDP,Air,14-Apr-09,04-Dec-08,S. BUYS WHOLESALER,10560,163046.4,,,319.57
3739,South Africa,DDP,Air,19-May-09,02-Jan-09,S. BUYS WHOLESALER,10000,56800,,,111.33
3743,South Africa,DDP,Air,07-Apr-09,03-Dec-08,S. BUYS WHOLESALER,1560,23649.6,,,46.35
3745,South Africa,DDP,Air,21-Apr-09,05-Dec-08,S. BUYS WHOLESALER,360,849.6,,4230.75,1.67
3746,South Africa,DDP,Air,26-May-09,22-Jan-09,S. BUYS WHOLESALER,3000,5970,,,11.7
3747,South Africa,DDP,Air,17-Jun-09,03-Apr-09,S. BUYS WHOLESALER,1977,23091.36,,,45.26
3748,South Africa,DDP,Air,17-Jun-09,17-Apr-09,S. BUYS WHOLESALER,282,4314.6,,,8.46
3749,South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,30,312.6,,,0.61
3751,South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,60,1095,,,2.15
3752,South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,10,125.1,,,0.25
3753,South Africa,DDP,Air,30-Mar-09,23-Jan-09,S. BUYS WHOLESALER,2,114.9,,,0.23
3754,South Africa,DDP,Air,30-Mar-09,23-Jan-09,S. BUYS WHOLESALER,20,147,,,0.29
3763,South Africa,DDP,Air,25-Jun-09,20-Apr-09,S. BUYS WHOLESALER,334,4559.1,,,8.94
3767,South Africa,DDP,Air,25-Jun-09,08-Apr-09,S. BUYS WHOLESALER,3500,44170,,,86.57
3768,South Africa,DDP,Air,25-Jun-09,08-Apr-09,S. BUYS WHOLESALER,2000,43360,,,84.99
3769,South Africa,DDP,Air,25-Jun-09,09-Apr-09,S. BUYS WHOLESALER,1400,49532,,,97.08
3770,South Africa,DDP,Air,25-Jun-09,09-Apr-09,S. BUYS WHOLESALER,1800,7110,,,13.94
3771,South Africa,DDP,Air,25-Jun-09,21-Apr-09,S. BUYS WHOLESALER,800,9888,,,19.38
3772,South Africa,DDP,Truck,25-Jun-09,05-Jun-09,S. BUYS WHOLESALER,36,254.88,,,0.5
3781,Botswana,EXW,Air,10-Jul-09,10-Jul-09,Orasure Technologies Inc.,20,7000,48,684.42,13.72
3787,South Africa,DDP,Truck,15-May-09,04-May-09,S. BUYS WHOLESALER,30,371.1,,,0.73
3808,Kenya,EXW,Air,07-Aug-09,28-Aug-09,"Orgenics, Ltd",7500,600000,2215,17974.65,1176
3828,Rwanda,CIP,Air,21-Sep-09,21-Sep-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),54432,641753.28,7278,61925.7,1257.84
3839,Namibia,EXW,Air,20-May-09,20-May-09,"Orgenics, Ltd",180,12600,43,2760.11,24.7
3840,CÙte d'Ivoire,CIP,Air,11-Aug-09,11-Aug-09,GLAXOSMITHKLINE EXPORT LIMITED,2048,109998.08,,,215.6
3846,Vietnam,EXW,Air,21-Jul-09,21-Jul-09,CIPLA LIMITED,35616,240408,3479,10048.1,471.2
3848,Vietnam,EXW,Air,03-Aug-09,03-Aug-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),6552,42588,524,4453.71,83.47
3851,Vietnam,EXW,Air,10-Jul-09,10-Jul-09,Aurobindo Pharma Limited,15960,23142,1815,9931.49,45.36
3852,Vietnam,EXW,Air,10-Jul-09,10-Jul-09,Aurobindo Pharma Limited,3500,39025,,,76.49
3870,Botswana,EXW,Air,12-Jun-09,12-Jun-09,Orasure Technologies Inc.,1,350,3,597.43,0.69
3880,Vietnam,CIP,Air,23-Jul-09,23-Jul-09,BRISTOL-MYERS SQUIBB,120,840,,,1.65
3894,South Africa,DDP,Truck,12-Oct-09,21-Jul-09,S. BUYS WHOLESALER,360,7041.6,,,13.8
3895,South Africa,DDP,Truck,12-Oct-09,21-Jul-09,S. BUYS WHOLESALER,40,678.8,,,1.33
3896,South Africa,DDP,Truck,12-Oct-09,28-Jul-09,S. BUYS WHOLESALER,200,3136,,,6.15
3897,South Africa,DDP,Truck,12-Oct-09,28-Jul-09,S. BUYS WHOLESALER,30,328.2,,,0.64
3898,South Africa,DDP,Truck,12-Oct-09,28-Jul-09,S. BUYS WHOLESALER,30,2298,,,4.5
3899,South Africa,DDP,Truck,08-Sep-09,31-Aug-09,S. BUYS WHOLESALER,300,7440,,,14.58
3926,CÙte d'Ivoire,EXW,Air,10-May-06,10-May-06,OMEGA DIAGNOSTICS LTD,44,1375,15,633.73,
3955,Uganda,EXW,Air,21-Dec-06,21-Dec-06,Aurobindo Pharma Limited,5080,55880,1172,5595.44,
3956,Vietnam,FCA,Air,27-Mar-07,27-Mar-07,Hoffmann-La Roche ltd Basel,200,32688,54,13981.96,
3970,Rwanda,EXW,Air,17-Jan-07,17-Jan-07,Premier Medical Corporation Ltd.,2000,42000,600,5714.31,
3971,Rwanda,EXW,Air,25-Jan-07,09-Mar-07,"Trinity Biotech, Plc",500,20000,173,17928.53,
3972,Zambia,EXW,Air,20-Nov-06,20-Nov-06,Abbott GmbH & Co. KG,2500,200000,857354,5157.65,
3976,Zambia,EXW,Air,20-Feb-07,20-Feb-07,"Standard Diagnostics, Inc.",400,8000,134,963.73,
3989,Haiti,EXW,Air,08-May-07,08-May-07,"Trinity Biotech, Plc",125,17375,78,4702.79,
3992,Nigeria,EXW,Air,19-Jun-07,06-Aug-07,Abbott GmbH & Co. KG,1500,120000,512,3906.29,192
4020,Vietnam,EXW,Air,02-Oct-07,02-Oct-07,Aurobindo Pharma Limited,1500,41475,,,66.36
4021,Vietnam,FCA,Air,10-Sep-07,10-Sep-07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1000,82190,226,2923.46,131.5
4023,Guyana,EXW,Air,09-Aug-07,09-Aug-07,"Orgenics, Ltd",300,3,,,0
4025,CÙte d'Ivoire,CIP,Air,27-Aug-07,27-Aug-07,BRISTOL-MYERS SQUIBB,1161,6548.04,,,10.48
4044,Tanzania,EXW,Air,16-Oct-07,16-Oct-07,"Standard Diagnostics, Inc.",10000,200000,3338,28466.06,320
4045,Tanzania,EXW,Air,19-Nov-08,19-Nov-08,"Standard Diagnostics, Inc.",10000,200000,3112,22856.02,392
4085,Guyana,EXW,Air,21-Sep-07,21-Sep-07,"Orgenics, Ltd",442,4.42,,,0.01
4100,CÙte d'Ivoire,EXW,Air,25-Oct-07,25-Oct-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",250,6750,68,1711.86,10.8
4189,South Africa,DDP,N/A,29-Jan-08,29-Jan-08,"JSI R&T INSTITUTE, INC.",800,15408,,,24.65
4190,South Africa,DDP,N/A,29-Jan-08,24-Jan-07,"JSI R&T INSTITUTE, INC.",800,4792,,,7.67
4192,Rwanda,EXW,Air,10-Jan-08,10-Jan-08,"Trinity Biotech, Plc",2450,78400,,,125.44
4193,Rwanda,CIP,Air,28-Apr-08,22-Apr-08,CIPLA LIMITED,38784,271488,4124,10500,434.38
4198,Vietnam,FCA,Air,22-Jan-08,07-Mar-08,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2000,164400,513,5866.31,263.04
4215,Vietnam,EXW,Air,22-Jan-08,22-Jan-08,Aurobindo Pharma Limited,800,1400,,,2.24
4257,South Africa,DDP,N/A,21-Jan-08,04-Jan-08,"JSI R&T INSTITUTE, INC.",100,2318,,,3.71
